2026-02-19 13:47:07 | INFO     | __main__:ingest_document:19 - Loading document: data\raw\test.txt
2026-02-19 13:47:07 | INFO     | src.processing.loaders:load_document:57 - Loaded 1 pages from data\raw\test.txt
2026-02-19 13:47:07 | INFO     | __main__:ingest_document:23 - Loaded 1 pages/sections
2026-02-19 13:47:07 | INFO     | __main__:ingest_document:26 - Chunking documents...
2026-02-19 13:47:07 | INFO     | src.processing.chunkers:recursive_chunk:32 - Split 1 documents into 1 chunks
2026-02-19 13:47:07 | INFO     | __main__:ingest_document:28 - Created 1 chunks
2026-02-19 13:47:07 | INFO     | __main__:ingest_document:31 - Adding to vector store...
2026-02-19 13:47:07 | INFO     | src.vectorstore.chroma_manager:__init__:26 - Loading embedding model...
2026-02-19 13:48:11 | INFO     | src.vectorstore.chroma_manager:__init__:30 - Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-02-19 13:48:11 | INFO     | src.vectorstore.chroma_manager:__init__:49 - Initialized ChromaDB collection: documents
2026-02-19 13:48:12 | INFO     | src.vectorstore.chroma_manager:add_documents:72 - Added 1 documents to vector store
2026-02-19 13:48:12 | INFO     | __main__:ingest_document:38 - ✅ Successfully ingested 1 chunks
2026-02-19 13:48:12 | INFO     | __main__:ingest_document:39 - Total documents in collection: 1
2026-02-19 13:50:24 | INFO     | src.core.llm:__init__:31 - Initialized Groq LLM with model: mixtral-8x7b-32768
2026-02-19 13:50:24 | INFO     | src.memory.conversation:__init__:15 - Initialized conversation memory (max_history=10)
2026-02-19 13:50:25 | INFO     | src.vectorstore.chroma_manager:__init__:26 - Loading embedding model...
2026-02-19 13:50:42 | INFO     | src.vectorstore.chroma_manager:__init__:30 - Loaded embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-02-19 13:50:42 | INFO     | src.vectorstore.chroma_manager:__init__:49 - Initialized ChromaDB collection: documents
2026-02-19 13:50:42 | INFO     | src.core.agent:_create_agent:115 - Created agent executor
2026-02-19 13:50:42 | INFO     | src.core.agent:__init__:45 - Initialized Agentic RAG system
2026-02-19 13:50:42 | INFO     | src.core.agent:query:129 - Processing query: What is machine learning?
2026-02-19 13:50:42 | ERROR    | src.core.agent:query:155 - Error processing query: Error code: 400 - {'error': {'message': 'The model `mixtral-8x7b-32768` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-02-19 13:50:42 | INFO     | src.core.agent:query:129 - Processing query: What is RAG?
2026-02-19 13:50:42 | ERROR    | src.core.agent:query:155 - Error processing query: Error code: 400 - {'error': {'message': 'The model `mixtral-8x7b-32768` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-02-19 13:50:42 | INFO     | src.core.agent:query:129 - Processing query: Tell me about vector databases
